text,cluster
"The federal estate is massive, consisting of some 635 million acres.",-1
"As the years passed, the size of the disaster increased; by 2000, the BBC and New York Times estimated 15,000-30,000 dead, and so on.",-1
"However scientists have found that ice is being lost, and at an accelerating rate.",204
"In December, an advance chart from the upcoming Fifth Assessment Report of the Intergovernmental Panel on Climate Change showed a divergence between model projections and actual global temperatures.",-1
"?Well, there?s 60 percent more ice this year than last year and the reason is because of the cooling sun and the cooling temperatures.?.",-1
"Though there have been many extreme droughts over the last 1,200 years, only three other events have been of similar magnitude, all during periods of megadroughts.. More to the point, unilateral action will not mitigate climate change.",-1
"The Obama administration granted BP a waiver of environmental regulations in April 2009, yet it blocked Louisiana from protecting its coastline against the oil spill by delaying rather than expediting regulatory approval of essential protective measures.",-1
It holds the record for the highest verified temperature recorded in India at 51 °C (124 °F) on 19 May 2016.,284
"Global Change Research Program—which is composed of 13 federal scientific agencies—concluded that scientific evidence consistently points to human activities, rather than natural climate trends, a...",264
"""Dirty Money, Oil Companies and Special Interests Spend Millions to Oppose Climate Legislation"".",142
"Eleven percent of the world’s population is currently vulnerable to climate change impacts such as droughts, floods, heat waves, extreme weather events and sea-level rise.",-1
That testing of RAM trucks was done as follow-up on a 2015 EPA warning to manufacturers that the agency planned to conduct special testing to identify defeat devices using driving cycles and condi...,-1
EPA’s emergency fuel waiver will go into effect on May 1 when terminal operators would otherwise no longer be able to sell E15 in the affected regions of the country and will last through May 20 w...,-1
"Still, more people in 2016 said protecting the environment should be a top priority than gave that response about dealing with global climate change (47 and 38 percent, respectively).",-1
Climate change isn't increasing extreme weather damage costs,-1
In Hutton's words: "the past history of our globe must be explained by what can be seen to be happening now.",-1
"In 2003, a class action lawsuit against Chevron was filed in Ecuadorian court for $28 billion by indigenous residents, who accused Texaco of making residents ill and damaging forests and rivers by discharging 18 billion US gallons (68,000,000 m3) of formation water into the Amazon rainforest without any environmental remediation.",25
Three Canadian investors who owned 25% of the company led the campaign to ban CFCs.,-1
"They offered a conclusion that the ""coupling between surface melting and ice-sheet flow provides a mechanism for rapid, large-scale, dynamic responses of ice sheets to climate warming"".",-1
"A new Russian government study, however, estimates that Russia will have between 273 million to 546 million metric tons of carbon equivalent in allowances for the years 2008-2012 which is much lower than previous estimates.",-1
"Sports teams frequently receive subsidies for new stadiums, but we don't tax athletes at 90 percent!.",-1
Several groups have concluded that due to heavy processing burden corn biofuel produces more CO2 than gasoline.. Meteorologist Aaron Reynolds said some areas will receive up to two feet (61 cm) of snow and in some areas even three feet (91 cm) of snow.. 22.,217
"Crichton claims CNN estimated there would be 3. million future deaths when in reality there were less than 4,000..",-1
"Natural disasters and droughts can also lead to more tobacco and alcohol use, as well as domestic violence., 29 In addition, heat overall has been linked to increases in violence. For more specifi...",-1
